obs,icd10,icd10_label,valid_fy,valid_fy,mce_age_condition,mce_sex_condition,cc_age_split,cc_sex_split,cc,second_cc,third_cc,footnote
364,C249,"Malignant neoplasm of biliary tract, unspecified",Y,Y,,,,,9.0,,,
365,C250,Malignant neoplasm of head of pancreas,Y,Y,,,,,9.0,,,
366,C251,Malignant neoplasm of body of pancreas,Y,Y,,,,,9.0,,,
367,C252,Malignant neoplasm of tail of pancreas,Y,Y,,,,,9.0,,,
368,C253,Malignant neoplasm of pancreatic duct,Y,Y,,,,,9.0,,,
369,C254,Malignant neoplasm of endocrine pancreas,Y,Y,,,,,9.0,,,
370,C257,Malignant neoplasm of other parts of pancreas,Y,Y,,,,,9.0,,,
371,C258,Malignant neoplasm of overlapping sites of pancreas,Y,Y,,,,,9.0,,,
372,C259,"Malignant neoplasm of pancreas, unspecified",Y,Y,,,,,9.0,,,
373,C260,"Malignant neoplasm of intestinal tract, part unspecified",Y,Y,,,,,11.0,,,
374,C261,Malignant neoplasm of spleen,Y,Y,,,,,11.0,,,
375,C269,Malignant neoplasm of ill-defined sites within the digestive system,Y,Y,,,,,11.0,,,
376,C300,Malignant neoplasm of nasal cavity,Y,Y,,,,,11.0,,,
377,C301,Malignant neoplasm of middle ear,Y,Y,,,,,11.0,,,
378,C310,Malignant neoplasm of maxillary sinus,Y,Y,,,,,11.0,,,
379,C311,Malignant neoplasm of ethmoidal sinus,Y,Y,,,,,11.0,,,
380,C312,Malignant neoplasm of frontal sinus,Y,Y,,,,,11.0,,,
381,C313,Malignant neoplasm of sphenoid sinus,Y,Y,,,,,11.0,,,
382,C318,Malignant neoplasm of overlapping sites of accessory sinuses,Y,Y,,,,,11.0,,,
383,C319,"Malignant neoplasm of accessory sinus, unspecified",Y,Y,,,,,11.0,,,
384,C320,Malignant neoplasm of glottis,Y,Y,,,,,11.0,,,
385,C321,Malignant neoplasm of supraglottis,Y,Y,,,,,11.0,,,
386,C322,Malignant neoplasm of subglottis,Y,Y,,,,,11.0,,,
387,C323,Malignant neoplasm of laryngeal cartilage,Y,Y,,,,,11.0,,,
388,C328,Malignant neoplasm of overlapping sites of larynx,Y,Y,,,,,11.0,,,
389,C329,"Malignant neoplasm of larynx, unspecified",Y,Y,,,,,11.0,,,
390,C33,Malignant neoplasm of trachea,Y,Y,,,,,9.0,,,
391,C3400,Malignant neoplasm of unspecified main bronchus,Y,Y,,,,,9.0,,,
392,C3401,Malignant neoplasm of right main bronchus,Y,Y,,,,,9.0,,,
393,C3402,Malignant neoplasm of left main bronchus,Y,Y,,,,,9.0,,,
394,C3410,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",Y,Y,,,,,9.0,,,
395,C3411,"Malignant neoplasm of upper lobe, right bronchus or lung",Y,Y,,,,,9.0,,,
396,C3412,"Malignant neoplasm of upper lobe, left bronchus or lung",Y,Y,,,,,9.0,,,
397,C342,"Malignant neoplasm of middle lobe, bronchus or lung",Y,Y,,,,,9.0,,,
398,C3430,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",Y,Y,,,,,9.0,,,
399,C3431,"Malignant neoplasm of lower lobe, right bronchus or lung",Y,Y,,,,,9.0,,,
400,C3432,"Malignant neoplasm of lower lobe, left bronchus or lung",Y,Y,,,,,9.0,,,
401,C3480,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,Y,Y,,,,,9.0,,,
402,C3481,Malignant neoplasm of overlapping sites of right bronchus and lung,Y,Y,,,,,9.0,,,
403,C3482,Malignant neoplasm of overlapping sites of left bronchus and lung,Y,Y,,,,,9.0,,,
404,C3490,Malignant neoplasm of unspecified part of unspecified bronchus or lung,Y,Y,,,,,9.0,,,
405,C3491,Malignant neoplasm of unspecified part of right bronchus or lung,Y,Y,,,,,9.0,,,
406,C3492,Malignant neoplasm of unspecified part of left bronchus or lung,Y,Y,,,,,9.0,,,
407,C37,Malignant neoplasm of thymus,Y,Y,,,,,11.0,,,
408,C380,Malignant neoplasm of heart,Y,Y,,,,,10.0,,,
409,C381,Malignant neoplasm of anterior mediastinum,Y,Y,,,,,11.0,,,
410,C382,Malignant neoplasm of posterior mediastinum,Y,Y,,,,,11.0,,,
411,C383,"Malignant neoplasm of mediastinum, part unspecified",Y,Y,,,,,11.0,,,
412,C384,Malignant neoplasm of pleura,Y,Y,,,,,9.0,,,
413,C388,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",Y,Y,,,,,11.0,,,
414,C390,"Malignant neoplasm of upper respiratory tract, part unspecified",Y,Y,,,,,11.0,,,
415,C399,"Malignant neoplasm of lower respiratory tract, part unspecified",Y,Y,,,,,11.0,,,
416,C4000,Malignant neoplasm of scapula and long bones of unspecified upper limb,Y,Y,,,,,10.0,,,
417,C4001,Malignant neoplasm of scapula and long bones of right upper limb,Y,Y,,,,,10.0,,,
418,C4002,Malignant neoplasm of scapula and long bones of left upper limb,Y,Y,,,,,10.0,,,
419,C4010,Malignant neoplasm of short bones of unspecified upper limb,Y,Y,,,,,10.0,,,
420,C4011,Malignant neoplasm of short bones of right upper limb,Y,Y,,,,,10.0,,,
421,C4012,Malignant neoplasm of short bones of left upper limb,Y,Y,,,,,10.0,,,
422,C4020,Malignant neoplasm of long bones of unspecified lower limb,Y,Y,,,,,10.0,,,
423,C4021,Malignant neoplasm of long bones of right lower limb,Y,Y,,,,,10.0,,,
424,C4022,Malignant neoplasm of long bones of left lower limb,Y,Y,,,,,10.0,,,
425,C4030,Malignant neoplasm of short bones of unspecified lower limb,Y,Y,,,,,10.0,,,
426,C4031,Malignant neoplasm of short bones of right lower limb,Y,Y,,,,,10.0,,,
427,C4032,Malignant neoplasm of short bones of left lower limb,Y,Y,,,,,10.0,,,
428,C4080,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,Y,Y,,,,,10.0,,,
429,C4081,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,Y,Y,,,,,10.0,,,
430,C4082,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,Y,Y,,,,,10.0,,,
431,C4090,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,Y,Y,,,,,10.0,,,
432,C4091,Malignant neoplasm of unspecified bones and articular cartilage of right limb,Y,Y,,,,,10.0,,,
433,C4092,Malignant neoplasm of unspecified bones and articular cartilage of left limb,Y,Y,,,,,10.0,,,
434,C410,Malignant neoplasm of bones of skull and face,Y,Y,,,,,10.0,,,
435,C411,Malignant neoplasm of mandible,Y,Y,,,,,10.0,,,
436,C412,Malignant neoplasm of vertebral column,Y,Y,,,,,10.0,,,
437,C413,"Malignant neoplasm of ribs, sternum and clavicle",Y,Y,,,,,10.0,,,
438,C414,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Y,Y,,,,,10.0,,,
439,C419,"Malignant neoplasm of bone and articular cartilage, unspecified",Y,Y,,,,,10.0,,,
440,C430,Malignant melanoma of lip,Y,Y,,,,,13.0,,,
441,C4310,"Malignant melanoma of unspecified eyelid, including canthus",Y,Y,,,,,13.0,,,
442,C43111,"Malignant melanoma of right upper eyelid, including canthus",Y,Y,,,,,13.0,,,
443,C43112,"Malignant melanoma of right lower eyelid, including canthus",Y,Y,,,,,13.0,,,
444,C43121,"Malignant melanoma of left upper eyelid, including canthus",Y,Y,,,,,13.0,,,
445,C43122,"Malignant melanoma of left lower eyelid, including canthus",Y,Y,,,,,13.0,,,
446,C4320,Malignant melanoma of unspecified ear and external auricular canal,Y,Y,,,,,13.0,,,
447,C4321,Malignant melanoma of right ear and external auricular canal,Y,Y,,,,,13.0,,,
448,C4322,Malignant melanoma of left ear and external auricular canal,Y,Y,,,,,13.0,,,
449,C4330,Malignant melanoma of unspecified part of face,Y,Y,,,,,13.0,,,
450,C4331,Malignant melanoma of nose,Y,Y,,,,,13.0,,,
451,C4339,Malignant melanoma of other parts of face,Y,Y,,,,,13.0,,,
452,C434,Malignant melanoma of scalp and neck,Y,Y,,,,,13.0,,,
453,C4351,Malignant melanoma of anal skin,Y,Y,,,,,13.0,,,
454,C4352,Malignant melanoma of skin of breast,Y,Y,,,,,13.0,,,
455,C4359,Malignant melanoma of other part of trunk,Y,Y,,,,,13.0,,,
456,C4360,"Malignant melanoma of unspecified upper limb, including shoulder",Y,Y,,,,,13.0,,,
457,C4361,"Malignant melanoma of right upper limb, including shoulder",Y,Y,,,,,13.0,,,
458,C4362,"Malignant melanoma of left upper limb, including shoulder",Y,Y,,,,,13.0,,,
459,C4370,"Malignant melanoma of unspecified lower limb, including hip",Y,Y,,,,,13.0,,,
460,C4371,"Malignant melanoma of right lower limb, including hip",Y,Y,,,,,13.0,,,
461,C4372,"Malignant melanoma of left lower limb, including hip",Y,Y,,,,,13.0,,,
462,C438,Malignant melanoma of overlapping sites of skin,Y,Y,,,,,13.0,,,
463,C439,"Malignant melanoma of skin, unspecified",Y,Y,,,,,13.0,,,
464,C450,Mesothelioma of pleura,Y,Y,,,,,9.0,,,
465,C451,Mesothelioma of peritoneum,Y,Y,,,,,9.0,,,
466,C452,Mesothelioma of pericardium,Y,Y,,,,,9.0,,,
467,C457,Mesothelioma of other sites,Y,Y,,,,,9.0,,,
468,C459,"Mesothelioma, unspecified",Y,Y,,,,,9.0,,,
469,C460,Kaposi's sarcoma of skin,Y,Y,,,,,10.0,,,
470,C461,Kaposi's sarcoma of soft tissue,Y,Y,,,,,10.0,,,
471,C462,Kaposi's sarcoma of palate,Y,Y,,,,,10.0,,,
472,C463,Kaposi's sarcoma of lymph nodes,Y,Y,,,,,10.0,,,
473,C464,Kaposi's sarcoma of gastrointestinal sites,Y,Y,,,,,10.0,,,
474,C4650,Kaposi's sarcoma of unspecified lung,Y,Y,,,,,10.0,,,
475,C4651,Kaposi's sarcoma of right lung,Y,Y,,,,,10.0,,,
476,C4652,Kaposi's sarcoma of left lung,Y,Y,,,,,10.0,,,
477,C467,Kaposi's sarcoma of other sites,Y,Y,,,,,10.0,,,
478,C469,"Kaposi's sarcoma, unspecified",Y,Y,,,,,10.0,,,
479,C470,"Malignant neoplasm of peripheral nerves of head, face and neck",Y,Y,,,,,10.0,,,
480,C4710,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",Y,Y,,,,,10.0,,,
481,C4711,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",Y,Y,,,,,10.0,,,
482,C4712,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",Y,Y,,,,,10.0,,,
483,C4720,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",Y,Y,,,,,10.0,,,
484,C4721,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",Y,Y,,,,,10.0,,,
485,C4722,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",Y,Y,,,,,10.0,,,
486,C473,Malignant neoplasm of peripheral nerves of thorax,Y,Y,,,,,10.0,,,
487,C474,Malignant neoplasm of peripheral nerves of abdomen,Y,Y,,,,,10.0,,,
488,C475,Malignant neoplasm of peripheral nerves of pelvis,Y,Y,,,,,10.0,,,
489,C476,"Malignant neoplasm of peripheral nerves of trunk, unspecified",Y,Y,,,,,10.0,,,
490,C478,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,Y,Y,,,,,10.0,,,
491,C479,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",Y,Y,,,,,10.0,,,
492,C480,Malignant neoplasm of retroperitoneum,Y,Y,,,,,9.0,,,
493,C481,Malignant neoplasm of specified parts of peritoneum,Y,Y,,,,,9.0,,,
494,C482,"Malignant neoplasm of peritoneum, unspecified",Y,Y,,,,,9.0,,,
495,C488,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,Y,Y,,,,,9.0,,,
496,C490,"Malignant neoplasm of connective and soft tissue of head, face and neck",Y,Y,,,,,10.0,,,
497,C4910,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",Y,Y,,,,,10.0,,,
498,C4911,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",Y,Y,,,,,10.0,,,
499,C4912,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",Y,Y,,,,,10.0,,,
500,C4920,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",Y,Y,,,,,10.0,,,
501,C4921,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",Y,Y,,,,,10.0,,,
502,C4922,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",Y,Y,,,,,10.0,,,
503,C493,Malignant neoplasm of connective and soft tissue of thorax,Y,Y,,,,,10.0,,,
504,C494,Malignant neoplasm of connective and soft tissue of abdomen,Y,Y,,,,,10.0,,,
505,C495,Malignant neoplasm of connective and soft tissue of pelvis,Y,Y,,,,,10.0,,,
506,C496,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",Y,Y,,,,,10.0,,,
507,C498,Malignant neoplasm of overlapping sites of connective and soft tissue,Y,Y,,,,,10.0,,,
508,C499,"Malignant neoplasm of connective and soft tissue, unspecified",Y,Y,,,,,10.0,,,
509,C49A0,"Gastrointestinal stromal tumor, unspecified site",Y,Y,,,,,10.0,,,
510,C49A1,Gastrointestinal stromal tumor of esophagus,Y,Y,,,,,10.0,,,
511,C49A2,Gastrointestinal stromal tumor of stomach,Y,Y,,,,,10.0,,,
512,C49A3,Gastrointestinal stromal tumor of small intestine,Y,Y,,,,,10.0,,,
513,C49A4,Gastrointestinal stromal tumor of large intestine,Y,Y,,,,,10.0,,,
514,C49A5,Gastrointestinal stromal tumor of rectum,Y,Y,,,,,10.0,,,
515,C49A9,Gastrointestinal stromal tumor of other sites,Y,Y,,,,,10.0,,,
516,C4A0,Merkel cell carcinoma of lip,Y,Y,,,,,12.0,,,
517,C4A10,"Merkel cell carcinoma of unspecified eyelid, including canthus",Y,Y,,,,,12.0,,,
518,C4A111,"Merkel cell carcinoma of right upper eyelid, including canthus",Y,Y,,,,,12.0,,,
519,C4A112,"Merkel cell carcinoma of right lower eyelid, including canthus",Y,Y,,,,,12.0,,,
520,C4A121,"Merkel cell carcinoma of left upper eyelid, including canthus",Y,Y,,,,,12.0,,,
521,C4A122,"Merkel cell carcinoma of left lower eyelid, including canthus",Y,Y,,,,,12.0,,,
522,C4A20,Merkel cell carcinoma of unspecified ear and external auricular canal,Y,Y,,,,,12.0,,,
523,C4A21,Merkel cell carcinoma of right ear and external auricular canal,Y,Y,,,,,12.0,,,
524,C4A22,Merkel cell carcinoma of left ear and external auricular canal,Y,Y,,,,,12.0,,,
525,C4A30,Merkel cell carcinoma of unspecified part of face,Y,Y,,,,,12.0,,,
526,C4A31,Merkel cell carcinoma of nose,Y,Y,,,,,12.0,,,
527,C4A39,Merkel cell carcinoma of other parts of face,Y,Y,,,,,12.0,,,
528,C4A4,Merkel cell carcinoma of scalp and neck,Y,Y,,,,,12.0,,,
529,C4A51,Merkel cell carcinoma of anal skin,Y,Y,,,,,12.0,,,
530,C4A52,Merkel cell carcinoma of skin of breast,Y,Y,,,,,12.0,,,
531,C4A59,Merkel cell carcinoma of other part of trunk,Y,Y,,,,,12.0,,,
532,C4A60,"Merkel cell carcinoma of unspecified upper limb, including shoulder",Y,Y,,,,,12.0,,,
533,C4A61,"Merkel cell carcinoma of right upper limb, including shoulder",Y,Y,,,,,12.0,,,
534,C4A62,"Merkel cell carcinoma of left upper limb, including shoulder",Y,Y,,,,,12.0,,,
535,C4A70,"Merkel cell carcinoma of unspecified lower limb, including hip",Y,Y,,,,,12.0,,,
536,C4A71,"Merkel cell carcinoma of right lower limb, including hip",Y,Y,,,,,12.0,,,
537,C4A72,"Merkel cell carcinoma of left lower limb, including hip",Y,Y,,,,,12.0,,,
538,C4A8,Merkel cell carcinoma of overlapping sites,Y,Y,,,,,12.0,,,
539,C4A9,"Merkel cell carcinoma, unspecified",Y,Y,,,,,12.0,,,
540,C50011,"Malignant neoplasm of nipple and areola, right female breast",Y,Y,,,age < 50,,11.0,,,4
541,C50011,"Malignant neoplasm of nipple and areola, right female breast",Y,Y,,,age >= 50,,12.0,,,4
542,C50012,"Malignant neoplasm of nipple and areola, left female breast",Y,Y,,,age < 50,,11.0,,,4
543,C50012,"Malignant neoplasm of nipple and areola, left female breast",Y,Y,,,age >= 50,,12.0,,,4
544,C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",Y,Y,,,age < 50,,11.0,,,4
545,C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",Y,Y,,,age >= 50,,12.0,,,4
546,C50021,"Malignant neoplasm of nipple and areola, right male breast",Y,Y,,,age < 50,,11.0,,,4
547,C50021,"Malignant neoplasm of nipple and areola, right male breast",Y,Y,,,age >= 50,,12.0,,,4
548,C50022,"Malignant neoplasm of nipple and areola, left male breast",Y,Y,,,age < 50,,11.0,,,4
549,C50022,"Malignant neoplasm of nipple and areola, left male breast",Y,Y,,,age >= 50,,12.0,,,4
550,C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",Y,Y,,,age < 50,,11.0,,,4
551,C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",Y,Y,,,age >= 50,,12.0,,,4
552,C50111,Malignant neoplasm of central portion of right female breast,Y,Y,,,age < 50,,11.0,,,4
553,C50111,Malignant neoplasm of central portion of right female breast,Y,Y,,,age >= 50,,12.0,,,4
554,C50112,Malignant neoplasm of central portion of left female breast,Y,Y,,,age < 50,,11.0,,,4
555,C50112,Malignant neoplasm of central portion of left female breast,Y,Y,,,age >= 50,,12.0,,,4
556,C50119,Malignant neoplasm of central portion of unspecified female breast,Y,Y,,,age < 50,,11.0,,,4
557,C50119,Malignant neoplasm of central portion of unspecified female breast,Y,Y,,,age >= 50,,12.0,,,4
558,C50121,Malignant neoplasm of central portion of right male breast,Y,Y,,,age < 50,,11.0,,,4
559,C50121,Malignant neoplasm of central portion of right male breast,Y,Y,,,age >= 50,,12.0,,,4
560,C50122,Malignant neoplasm of central portion of left male breast,Y,Y,,,age < 50,,11.0,,,4
561,C50122,Malignant neoplasm of central portion of left male breast,Y,Y,,,age >= 50,,12.0,,,4
562,C50129,Malignant neoplasm of central portion of unspecified male breast,Y,Y,,,age < 50,,11.0,,,4
563,C50129,Malignant neoplasm of central portion of unspecified male breast,Y,Y,,,age >= 50,,12.0,,,4
564,C50211,Malignant neoplasm of upper-inner quadrant of right female breast,Y,Y,,,age < 50,,11.0,,,4
565,C50211,Malignant neoplasm of upper-inner quadrant of right female breast,Y,Y,,,age >= 50,,12.0,,,4
566,C50212,Malignant neoplasm of upper-inner quadrant of left female breast,Y,Y,,,age < 50,,11.0,,,4
567,C50212,Malignant neoplasm of upper-inner quadrant of left female breast,Y,Y,,,age >= 50,,12.0,,,4
568,C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,Y,Y,,,age < 50,,11.0,,,4
569,C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,Y,Y,,,age >= 50,,12.0,,,4
570,C50221,Malignant neoplasm of upper-inner quadrant of right male breast,Y,Y,,,age < 50,,11.0,,,4
571,C50221,Malignant neoplasm of upper-inner quadrant of right male breast,Y,Y,,,age >= 50,,12.0,,,4
572,C50222,Malignant neoplasm of upper-inner quadrant of left male breast,Y,Y,,,age < 50,,11.0,,,4
573,C50222,Malignant neoplasm of upper-inner quadrant of left male breast,Y,Y,,,age >= 50,,12.0,,,4
574,C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,Y,Y,,,age < 50,,11.0,,,4
575,C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,Y,Y,,,age >= 50,,12.0,,,4
576,C50311,Malignant neoplasm of lower-inner quadrant of right female breast,Y,Y,,,age < 50,,11.0,,,4
577,C50311,Malignant neoplasm of lower-inner quadrant of right female breast,Y,Y,,,age >= 50,,12.0,,,4
578,C50312,Malignant neoplasm of lower-inner quadrant of left female breast,Y,Y,,,age < 50,,11.0,,,4
579,C50312,Malignant neoplasm of lower-inner quadrant of left female breast,Y,Y,,,age >= 50,,12.0,,,4
580,C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,Y,Y,,,age < 50,,11.0,,,4
581,C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,Y,Y,,,age >= 50,,12.0,,,4
582,C50321,Malignant neoplasm of lower-inner quadrant of right male breast,Y,Y,,,age < 50,,11.0,,,4
583,C50321,Malignant neoplasm of lower-inner quadrant of right male breast,Y,Y,,,age >= 50,,12.0,,,4
584,C50322,Malignant neoplasm of lower-inner quadrant of left male breast,Y,Y,,,age < 50,,11.0,,,4
585,C50322,Malignant neoplasm of lower-inner quadrant of left male breast,Y,Y,,,age >= 50,,12.0,,,4
586,C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,Y,Y,,,age < 50,,11.0,,,4
587,C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,Y,Y,,,age >= 50,,12.0,,,4
588,C50411,Malignant neoplasm of upper-outer quadrant of right female breast,Y,Y,,,age < 50,,11.0,,,4
589,C50411,Malignant neoplasm of upper-outer quadrant of right female breast,Y,Y,,,age >= 50,,12.0,,,4
590,C50412,Malignant neoplasm of upper-outer quadrant of left female breast,Y,Y,,,age < 50,,11.0,,,4
591,C50412,Malignant neoplasm of upper-outer quadrant of left female breast,Y,Y,,,age >= 50,,12.0,,,4
592,C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Y,Y,,,age < 50,,11.0,,,4
593,C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Y,Y,,,age >= 50,,12.0,,,4
594,C50421,Malignant neoplasm of upper-outer quadrant of right male breast,Y,Y,,,age < 50,,11.0,,,4
595,C50421,Malignant neoplasm of upper-outer quadrant of right male breast,Y,Y,,,age >= 50,,12.0,,,4
596,C50422,Malignant neoplasm of upper-outer quadrant of left male breast,Y,Y,,,age < 50,,11.0,,,4
597,C50422,Malignant neoplasm of upper-outer quadrant of left male breast,Y,Y,,,age >= 50,,12.0,,,4
598,C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,Y,Y,,,age < 50,,11.0,,,4
599,C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,Y,Y,,,age >= 50,,12.0,,,4
600,C50511,Malignant neoplasm of lower-outer quadrant of right female breast,Y,Y,,,age < 50,,11.0,,,4
601,C50511,Malignant neoplasm of lower-outer quadrant of right female breast,Y,Y,,,age >= 50,,12.0,,,4
602,C50512,Malignant neoplasm of lower-outer quadrant of left female breast,Y,Y,,,age < 50,,11.0,,,4
603,C50512,Malignant neoplasm of lower-outer quadrant of left female breast,Y,Y,,,age >= 50,,12.0,,,4
604,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Y,Y,,,age < 50,,11.0,,,4
605,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Y,Y,,,age >= 50,,12.0,,,4
606,C50521,Malignant neoplasm of lower-outer quadrant of right male breast,Y,Y,,,age < 50,,11.0,,,4
607,C50521,Malignant neoplasm of lower-outer quadrant of right male breast,Y,Y,,,age >= 50,,12.0,,,4
608,C50522,Malignant neoplasm of lower-outer quadrant of left male breast,Y,Y,,,age < 50,,11.0,,,4
609,C50522,Malignant neoplasm of lower-outer quadrant of left male breast,Y,Y,,,age >= 50,,12.0,,,4
610,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,Y,Y,,,age < 50,,11.0,,,4
611,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,Y,Y,,,age >= 50,,12.0,,,4
612,C50611,Malignant neoplasm of axillary tail of right female breast,Y,Y,,,age < 50,,11.0,,,4
613,C50611,Malignant neoplasm of axillary tail of right female breast,Y,Y,,,age >= 50,,12.0,,,4
614,C50612,Malignant neoplasm of axillary tail of left female breast,Y,Y,,,age < 50,,11.0,,,4
615,C50612,Malignant neoplasm of axillary tail of left female breast,Y,Y,,,age >= 50,,12.0,,,4
616,C50619,Malignant neoplasm of axillary tail of unspecified female breast,Y,Y,,,age < 50,,11.0,,,4
617,C50619,Malignant neoplasm of axillary tail of unspecified female breast,Y,Y,,,age >= 50,,12.0,,,4
618,C50621,Malignant neoplasm of axillary tail of right male breast,Y,Y,,,age < 50,,11.0,,,4
619,C50621,Malignant neoplasm of axillary tail of right male breast,Y,Y,,,age >= 50,,12.0,,,4
620,C50622,Malignant neoplasm of axillary tail of left male breast,Y,Y,,,age < 50,,11.0,,,4
621,C50622,Malignant neoplasm of axillary tail of left male breast,Y,Y,,,age >= 50,,12.0,,,4
622,C50629,Malignant neoplasm of axillary tail of unspecified male breast,Y,Y,,,age < 50,,11.0,,,4
623,C50629,Malignant neoplasm of axillary tail of unspecified male breast,Y,Y,,,age >= 50,,12.0,,,4
624,C50811,Malignant neoplasm of overlapping sites of right female breast,Y,Y,,,age < 50,,11.0,,,4
625,C50811,Malignant neoplasm of overlapping sites of right female breast,Y,Y,,,age >= 50,,12.0,,,4
626,C50812,Malignant neoplasm of overlapping sites of left female breast,Y,Y,,,age < 50,,11.0,,,4
627,C50812,Malignant neoplasm of overlapping sites of left female breast,Y,Y,,,age >= 50,,12.0,,,4
628,C50819,Malignant neoplasm of overlapping sites of unspecified female breast,Y,Y,,,age < 50,,11.0,,,4
629,C50819,Malignant neoplasm of overlapping sites of unspecified female breast,Y,Y,,,age >= 50,,12.0,,,4
630,C50821,Malignant neoplasm of overlapping sites of right male breast,Y,Y,,,age < 50,,11.0,,,4
631,C50821,Malignant neoplasm of overlapping sites of right male breast,Y,Y,,,age >= 50,,12.0,,,4
632,C50822,Malignant neoplasm of overlapping sites of left male breast,Y,Y,,,age < 50,,11.0,,,4
